15,15,15,15,28,26,25,25,25,26,26,26,26,25,26,26,26,26,25,26,26,25,26,26,25,25,25,26,26,27,15,15,28,26,25,25,25,26,27,15
15,15,15,28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,15,15,17,-1,-1,-1,-1,-1,12,15
15,15,28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,15,15,17,-1,-1,-1,-1,-1,12,15
15,28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,2,2,2,1,1,2,2,5,-1,-1,-1,12,15,15,17,-1,-1,-1,-1,-1,12,15
28,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,15,15,15,15,15,13,15,13,15,17,-1,-1,-1,12,28,26,29,-1,-1,-1,-1,-1,24,26
29,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,15,15,28,27,15,13,15,13,15,17,-1,-1,-1,24,29,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,2,1,1,2,2,5,-1,-1,-1,-1,-1,-1,12,13,28,26,29,12,15,13,15,13,15,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,25,26,26,26,26,25,29,-1,-1,-1,0,2,2,3,13,17,-1,-1,24,26,26,26,26,26,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,15,15,15,13,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,15,13,15
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,26,26,27,13,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,13,15,13,15
1,1,1,2,2,2,1,1,2,2,2,2,1,5,12,13,17,-1,-1,0,2,1,2,1,2,5,-1,-1,-1,-1,-1,-1,-1,0,3,15,13,15,13,15
15,15,15,15,15,15,15,15,15,15,15,15,15,4,3,13,17,-1,-1,12,15,13,15,13,15,4,2,1,2,2,1,1,2,3,13,15,13,15,13,15
