40,41,-1,-1,-1,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,63,51,53,51,51,48,51,51,51,64,62,61,61,61,62,63,51,51,51
51,40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,63,53,-1,-1,48,51,51,51,53,-1,-1,-1,-1,-1,48,51,51,51
51,51,40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,65,-1,-1,60,62,62,61,65,-1,-1,-1,-1,-1,60,62,63,51
51,51,51,40,37,37,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,38,37,41,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,41,60,62
64,62,61,62,61,61,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,51,51,40,38,37,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,40,37,37
53,-1,-1,-1,-1,-1,-1,-1,-1,36,41,50,36,41,-1,-1,-1,-1,60,62,62,63,51,51,53,-1,-1,36,37,38,37,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,51,51,51
53,-1,-1,-1,-1,-1,-1,-1,-1,48,40,37,39,53,-1,-1,-1,-1,-1,-1,-1,60,61,63,53,-1,-1,48,51,51,51,53,-1,-1,-1,-1,36,37,37,38,41,-1,-1,-1,-1,-1,-1,-1,36,37,41,-1,-1,-1,-1,-1,48,51,51,51
53,-1,-1,-1,-1,-1,-1,-1,-1,48,51,51,51,40,38,41,-1,-1,-1,-1,-1,-1,-1,48,53,-1,-1,60,62,61,62,65,-1,-1,-1,-1,48,51,64,62,65,-1,-1,-1,-1,-1,-1,36,39,51,53,-1,-1,-1,-1,-1,60,61,61,61
53,-1,-1,-1,50,-1,-1,-1,-1,60,62,61,62,63,51,53,-1,-1,-1,-1,-1,-1,-1,48,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,62,65,-1,-1,-1,-1,-1,36,41,36,39,51,51,53,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,49,-1,-1,-1,-1,-1,49,-1,49,60,61,65,-1,-1,-1,36,41,-1,-1,48,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,39,53,48,51,64,61,65,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,-1,50,-1,49,-1,50,-1,-1,-1,49,-1,49,-1,49,-1,-1,-1,-1,48,53,-1,-1,48,40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,39,51,40,39,64,65,36,38,37,37,38,38,37,37,38,38,37
40,37,37,37,38,37,37,38,38,38,38,38,38,38,38,38,37,38,37,39,53,-1,-1,48,51,40,38,38,37,37,37,37,38,38,38,37,37,37,38,38,38,38,39,51,51,51,64,65,36,39,51,51,51,51,51,51,51,51,51,51
