91,95,-1,-1,90,91,-1,91,93,106,104,104,104,104,104,104,104,104,104,105,93,93,93,106,104,104,104,104,104,104,104,104,104,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,105
91,95,-1,-1,90,79,79,79,93,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,104,104,104,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90
91,95,-1,-1,102,104,104,104,104,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90
91,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90
91,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,80,80,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,80,80,79,79,80,80,80,80,79,79,80,80,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90
91,95,-1,-1,78,79,79,79,83,-1,-1,-1,-1,90,103,93,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,93,103,103,103,103,103,103,103,103,103,103,93,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90
79,82,79,79,81,93,93,93,95,-1,-1,-1,-1,90,91,93,95,92,-1,-1,-1,-1,-1,-1,-1,92,90,93,91,-1,-1,91,-1,-1,91,-1,-1,91,93,95,-1,-1,-1,-1,-1,78,83,-1,-1,-1,-1,-1,78,83,-1,-1,-1,-1,-1,90
104,104,104,104,104,104,104,105,95,-1,-1,-1,-1,90,91,93,82,79,80,79,79,80,79,79,80,79,81,93,79,79,79,79,79,79,79,79,79,79,93,95,-1,-1,-1,-1,-1,102,107,-1,-1,-1,-1,-1,102,107,-1,-1,-1,-1,-1,90
-1,-1,-1,-1,-1,-1,-1,102,107,-1,-1,78,80,81,91,93,-1,-1,-1,-1,-1,-1,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,95,-1,-1,-1,78,83,91,91,-1,-1,-1,-1,-1,91,91,78,83,-1,-1,-1,90
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,93,93,91,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,107,91,91,-1,-1,-1,-1,-1,91,91,102,107,-1,-1,-1,90
79,79,79,83,-1,-1,-1,-1,-1,-1,-1,90,103,103,91,93,-1,-1,93,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,91,91,91,-1,-1,-1,-1,-1,91,91,91,91,-1,-1,-1,90
93,93,93,82,79,79,79,79,79,79,79,81,91,-1,91,93,-1,-1,93,93,93,93,93,93,93,93,93,93,93,-1,-1,93,93,93,93,93,93,93,93,82,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,81
